"No.","Channel Name","Receive Frequency","Transmit Frequency","Channel Type","Transmit Power","Band Width","CTCSS/DCS Decode","CTCSS/DCS Encode","Contact","Contact Call Type","Radio ID","Busy Lock/TX Permit","Squelch Mode","Optional Signal","DTMF ID","2Tone ID","5Tone ID","PTT ID","Color Code","Slot","Scan List","Receive Group List","TX Prohibit","Reverse","Simplex TDMA","TDMA Adaptive","Encryption Type","Digital Encryption","Call Confirmation","Talk Around","Work Alone","Custom CTCSS","2TONE Decode","Ranging","Through Mode","Digi APRS RX","Analog APRS PTT Mode","Digital APRS PTT Mode","APRS Report Type","Digital APRS Report Channel","Correct Frequency[Hz]","SMS Confirmation","Exclude channel from roaming"
"955","Suzy PS 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","PS 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"956","Suzy TAC 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TAC 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"957","Suzy SNARS 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","SNARS 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"958","Suzy TAC 8","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TAC 8","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"959","Suzy WASH 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","WASH 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"960","Suzy WASH 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","WASH 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"961","Suzy TG 9","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TG 9","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"969","Ruston AudTst 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"970","Ruston Bridge 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","USA 3100","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"971","Ruston BC 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"972","Ruston Cal 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","California 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"973","Ruston Canada 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Canada 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"974","Ruston CscdsE 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Cascades East","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"975","Ruston Comm 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Comm 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"976","Ruston DCI 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","DCI 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"977","Ruston DCI 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","DCI 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"978","Ruston Hawaii 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Hawaii","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"979","Ruston I5","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","I5 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"980","Ruston Local 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"981","Ruston Local 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"982","Ruston Montana 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"983","Ruston NA 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","NA 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"984","Ruston Oregon 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"985","Ruston Parrot 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Parrot 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"986","Ruston PNW 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"987","Ruston PNW 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"988","Ruston PNW Reg 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","PNW Reg 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"989","Ruston PS 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","PS 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"990","Ruston PS 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","PS 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"991","Ruston TAC 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"992","Ruston TAC 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"993","Ruston TAC 3","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 3","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"994","Ruston TAC 310","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 310","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"995","Ruston TAC 311","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 311","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"996","Ruston TAC 313","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 313","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"997","Ruston TAC 314","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 314","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"998","Ruston TAC 319","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","TAC 319","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"999","Ruston Net 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","Net 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1000","Ruston USA 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","USA 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1001","Ruston WASH 1","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","WASH 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1002","Ruston WASH 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","WASH 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1003","Ruston WW 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","WW 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1004","Ruston WW Eng 2","440.72500","445.72500","D-Digital","High","12.5K","Off","Off","WW Eng 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1019","Van AudTst 2","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","Audio Test","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1020","Van I5","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","I5 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1021","Van Local 1","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1022","Van Local 2","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1023","Van Oregon 1","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1024","Van Parrot 1","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","Parrot 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1025","Van PNW 1","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1026","Van PNW 2","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1028","Van WASH 1","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","WASH 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1029","Van WASH 2","442.95000","447.95000","D-Digital","High","12.5K","Off","Off","WASH 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1034","Wes AudTst 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","Audio Test","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1035","Wes I5","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","I5 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1036","Wes Oregon 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","Oregon 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1037","Wes Parrot 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","Parrot 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1038","Wes PNW 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","PNW 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1039","Wes PNW 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","PNW 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1040","Wes PNW Reg 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","PNW Reg 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1041","Wes PS 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","PS 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1042","Wes PS 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","PS 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1043","Wes TAC 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TAC 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1044","Wes TAC 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TAC 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1045","Wes TAC 8","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TAC 8","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1046","Wes WASH 1","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","WASH 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1047","Wes WASH 2","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","WASH 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1048","Wes TG 9","434.00000","434.00000","D-Digital","Low","12.5K","Off","Off","TG 9","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1054","Yakima BC 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","BC 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1055","Yakima CscdsE 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Cascades East","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1056","Yakima Canada 2","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Canada 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1057","Yakima Comm 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Comm 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1058","Yakima Idaho 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Idaho 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1059","Yakima Local 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Local 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1060","Yakima Local 2","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Local 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1061","Yakima Montana 2","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Montana 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1062","Yakima NA 2","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","NA 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1063","Yakima Oregon 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Oregon 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1064","Yakima Parrot 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","Parrot 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1065","Yakima PNW 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","PNW 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1066","Yakima PNW 2","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","PNW 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1067","Yakima PNW Reg 2","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","PNW Reg 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1068","Yakima PS 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","PS 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","1","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1069","Yakima PS 2","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","PS 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1070","Yakima TAC 1","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","TAC 1","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
"1071","Yakima TAC 2","147.12000","147.72000","D-Digital","High","12.5K","Off","Off","TAC 2","Group Call","ChangeMe","Same Color Code","Carrier","Off","1","1","1","Off","1","2","None","None","Off","Off","Off","Off","Normal Encryption","Off","Off","Off","Off","251.1","1","Off","Off","Off","Off","Off","Off","1","0","Off","off"
